NOMBRE,GARMINCODE,GIROTIPO,TELEFONO,NOMBRE_VIA,CUADRA,URBANIZACI,DIRECCION,DISTRITO,PROVINCIA,DEPARTAMEN,PAIS,LONGITUDE,LATITUDE
,,avenida,,AVENIDA SANTA ROSA PUNTO 8,,,AV SANTA ROSA,CALLAO,CALLAO,CALLAO,PERU,-77.11475128,-12.05508923
,,avenida,,AVENIDA SANTA ROSA PUNTO 9,,,AV SANTA ROSA,CALLAO,CALLAO,CALLAO,PERU,-77.11482827,-12.05422946
,,avenida,,AVENIDA SANTA ROSA PUNTO 10,,,AV SANTA ROSA,CALLAO,CALLAO,CALLAO,PERU,-77.1148796,-12.0527794
,,avenida,,AVENIDA SANTA ROSA PUNTO 11,,,AV SANTA ROSA,CALLAO,CALLAO,CALLAO,PERU,-77.11499509,-12.05182981
,,avenida,,AVENIDA SANTA ROSA PUNTO 12,,,AV SANTA ROSA,CALLAO,CALLAO,CALLAO,PERU,-77.11504642,-12.05091871
,,avenida,,AVENIDA SANTA ROSA PUNTO 13,,,AV SANTA ROSA,CALLAO,CALLAO,CALLAO,PERU,-77.11518758,-12.04977663
,,avenida,,AVENIDA ELMER FAUCETT PUNTO 1,,,,,CALLAO,CALLAO,PERU,-77.09883083,-12.07255624
,,avenida,,AVENIDA ELMER FAUCETT PUNTO 2,,,,,CALLAO,CALLAO,PERU,-77.09820314,-12.07075974
,,avenida,,AVENIDA ELMER FAUCETT PUNTO 3,,,,,CALLAO,CALLAO,PERU,-77.09757544,-12.06848705
,,avenida,,AVENIDA ELMER FAUCETT PUNTO 4,,,,,CALLAO,CALLAO,PERU,-77.09720748,-12.06712344
,,avenida,,AVENIDA ELMER FAUCETT PUNTO 5,,,,,CALLAO,CALLAO,PERU,-77.09704515,-12.06560832
,,avenida,,AVENIDA ELMER FAUCETT PUNTO 6,,,,,CALLAO,CALLAO,PERU,-77.09706679,-12.0642447
,,avenida,,AVENIDA ELMER FAUCETT PUNTO 7,,,,,CALLAO,CALLAO,PERU,-77.09695857,-12.06316247
,,avenida,,AVENIDA ELMER FAUCETT PUNTO 8,,,,,CALLAO,CALLAO,PERU,-77.09711008,-12.06182051
,,avenida,,AVENIDA ELMER FAUCETT PUNTO 9,,,,,CALLAO,CALLAO,PERU,-77.09719666,-12.05989414
,,avenida,,AVENIDA ELMER FAUCETT PUNTO 10,,,,,CALLAO,CALLAO,PERU,-77.09729406,-12.05854135
,,avenida,,AVENIDA ELMER FAUCETT PUNTO 11,,,,,CALLAO,CALLAO,PERU,-77.0975538,-12.05714527
,,avenida,,AVENIDA ELMER FAUCETT PUNTO 12,,,,,CALLAO,CALLAO,PERU,-77.09752133,-12.05593317
,,avenida,,AVENIDA ELMER FAUCETT PUNTO 13,,,,,CALLAO,CALLAO,PERU,-77.09761873,-12.05490505
,,avenida,,AVENIDA ELMER FAUCETT PUNTO 14,,,,,CALLAO,CALLAO,PERU,-77.09796505,-12.05301114
,,avenida,,AVENIDA ELMER FAUCETT PUNTO 15,,,,,CALLAO,CALLAO,PERU,-77.09798669,-12.05209125
,,avenida,,AVENIDA ELMER FAUCETT PUNTO 16,,,,,CALLAO,CALLAO,PERU,-77.09812738,-12.05100902
,,avenida,,AVENIDA ELMER FAUCETT PUNTO 17,,,,,CALLAO,CALLAO,PERU,-77.09820314,-12.04898524
,,avenida,,AVENIDA ELMER FAUCETT PUNTO 18,,,,,CALLAO,CALLAO,PERU,-77.09825725,-12.0474593
,,avenida,,AVENIDA ELMER FAUCETT PUNTO 19,,,,,CALLAO,CALLAO,PERU,-77.09840876,-12.04599829
,,avenida,,AVENIDA ELMER FAUCETT PUNTO 20,,,,,CALLAO,CALLAO,PERU,-77.09863603,-12.04466714
,,avenida,,AVENIDA ELMER FAUCETT PUNTO 21,,,,,CALLAO,CALLAO,PERU,-77.09888494,-12.04093344
,,avenida,,AVENIDA ELMER FAUCETT PUNTO 22,,,,,CALLAO,CALLAO,PERU,-77.09914468,-12.03764346
,,avenida,,AVENIDA ELMER FAUCETT PUNTO 23,,,,,CALLAO,CALLAO,PERU,-77.09942606,-12.03530584
,,avenida,,AVENIDA ELMER FAUCETT PUNTO 24,,,,,CALLAO,CALLAO,PERU,-77.0996425,-12.03428855
,,avenida,,AVENIDA ELMER FAUCETT PUNTO 25,,,,,CALLAO,CALLAO,PERU,-77.09995635,-12.03341194
,,avenida,,AVENIDA ELMER FAUCETT PUNTO 26,,,,,CALLAO,CALLAO,PERU,-77.10072474,-12.03189681
,,avenida,,AVENIDA ELMER FAUCETT PUNTO 27,,,,,CALLAO,CALLAO,PERU,-77.10209917,-12.02919124
,,avenida,,AVENIDA ELMER FAUCETT PUNTO 28,,,,,CALLAO,CALLAO,PERU,-77.10291084,-12.0275246
,,avenida,,AVENIDA ELMER FAUCETT PUNTO 29,,,,,CALLAO,CALLAO,PERU,-77.10420952,-12.02513287
,,avenida,,AVENIDA ELMER FAUCETT PUNTO 30,,,,,CALLAO,CALLAO,PERU,-77.10608178,-12.02187535
,,avenida,,AVENIDA ELMER FAUCETT PUNTO 31,,,,,CALLAO,CALLAO,PERU,-77.1067203,-12.02036023
,,avenida,,AVENIDA ELMER FAUCETT PUNTO 32,,,,,CALLAO,CALLAO,PERU,-77.10808391,-12.01780616
,,avenida,,AVENIDA ELMER FAUCETT PUNTO 33,,,,,CALLAO,CALLAO,PERU,-77.10907956,-12.01577157
,,avenida,,AVENIDA ELMER FAUCETT PUNTO 34,,,,,CALLAO,CALLAO,PERU,-77.11052975,-12.01269803
,,avenida,,AVENIDA ELMER FAUCETT PUNTO 35,,,,,CALLAO,CALLAO,PERU,-77.11191501,-12.00971107
,,avenida,,AVENIDA ELMER FAUCETT PUNTO 36,,,,,CALLAO,CALLAO,PERU,-77.11308382,-12.00728688
,,avenida,,AVENIDA ELMER FAUCETT PUNTO 37,,,,,CALLAO,CALLAO,PERU,-77.11381973,-12.0057934
,,avenida,,AVENIDA PERU PUNTO 1,,,,,CALLAO,CALLAO,PERU,-77.09524567,-12.02995367
,,avenida,,AVENIDA PERU PUNTO 2,,,,,CALLAO,CALLAO,PERU,-77.09663841,-12.02919252
,,avenida,,AVENIDA PERU PUNTO 3,,,,,CALLAO,CALLAO,PERU,-77.09741575,-12.02796173
,,avenida,,AVENIDA PERU PUNTO 4,,,,,CALLAO,CALLAO,PERU,-77.097853,-12.02695766
,,avenida,,AVENIDA PERU PUNTO 5,,,,,CALLAO,CALLAO,PERU,-77.09879229,-12.02498192
,,avenida,,AVENIDA PERU PUNTO 6,,,,,CALLAO,CALLAO,PERU,-77.09952105,-12.02342723
,,avenida,,AVENIDA PERU PUNTO 7,,,,,CALLAO,CALLAO,PERU,-77.10020123,-12.0220183
,,avenida,,AVENIDA PERU PUNTO 8,,,,,CALLAO,CALLAO,PERU,-77.10110812,-12.02030167
,,avenida,,AVENIDA PERU PUNTO 9,,,,,CALLAO,CALLAO,PERU,-77.09356143,-12.03027756
,,avenida,,AVENIDA PERU PUNTO 10,,,,,CALLAO,CALLAO,PERU,-77.09210391,-12.03040712
,,avenida,,AVENIDA PERU PUNTO 11,,,,,CALLAO,CALLAO,PERU,-77.0906464,-12.03050428
,,avenida,,AVENIDA PERU PUNTO 12,,,,,CALLAO,CALLAO,PERU,-77.08891357,-12.03068242
,,avenida,,AVENIDA PERU PUNTO 13,,,,,CALLAO,CALLAO,PERU,-77.08700261,-12.03090915
,,avenida,,AVENIDA PERU PUNTO 14,,,,,CALLAO,CALLAO,PERU,-77.08501067,-12.03113587
,,avenida,,AVENIDA PERU PUNTO 15,,,,,CALLAO,CALLAO,PERU,-77.08348837,-12.03126543
,,avenida,,AVENIDA PERU PUNTO 16,,,,,CALLAO,CALLAO,PERU,-77.08232236,-12.03155693
,,avenida,,AVENIDA PERU PUNTO 17,,,,,CALLAO,CALLAO,PERU,-77.08057334,-12.03162171
,,avenida,,AVENIDA PERU PUNTO 18,,,,,CALLAO,CALLAO,PERU,-77.07848423,-12.03199419
,,avenida,,AVENIDA PERU PUNTO 19,,,,,CALLAO,CALLAO,PERU,-77.07610362,-12.03207516
,,avenida,,AVENIDA PERU PUNTO 20,,,,,CALLAO,CALLAO,PERU,-77.07440319,-12.03205897
,,avenida,,AVENIDA PERU PUNTO 21,,,,,CALLAO,CALLAO,PERU,-77.07241125,-12.03192941
,,avenida,,AVENIDA PERU PUNTO 22,,,,,CALLAO,CALLAO,PERU,-77.07067842,-12.03205897
,,avenida,,AVENIDA PERU PUNTO 23,,,,,CALLAO,CALLAO,PERU,-77.0689294,-12.03192941
,,avenida,,AVENIDA PERU PUNTO 24,,,,,CALLAO,CALLAO,PERU,-77.06718038,-12.03213994
,,avenida,,AVENIDA PERU PUNTO 25,,,,,CALLAO,CALLAO,PERU,-77.06539898,-12.03233428
,,avenida,,AVENIDA PERU PUNTO 26,,,,,CALLAO,CALLAO,PERU,-77.06366615,-12.03249622
,,avenida,,AVENIDA PERU PUNTO 27,,,,,CALLAO,CALLAO,PERU,-77.06160943,-12.03283631
,,avenida,,AVENIDA PERU PUNTO 28,,,,,CALLAO,CALLAO,PERU,-77.0592936,-12.03306303
,,avenida,,AVENIDA PACASMAYO PUNTO 1,,,,,CALLAO,CALLAO,PERU,-77.09179794,-12.02269839
,,avenida,,AVENIDA PACASMAYO PUNTO 2,,,,,CALLAO,CALLAO,PERU,-77.093778,-12.02157715
,,avenida,,AVENIDA PACASMAYO PUNTO 3,,,,,CALLAO,CALLAO,PERU,-77.09494696,-12.02093303
,,avenida,,AVENIDA PACASMAYO PUNTO 4,,,,,CALLAO,CALLAO,PERU,-77.09695088,-12.01914382
,,avenida,,AVENIDA PACASMAYO PUNTO 5,,,,,CALLAO,CALLAO,PERU,-77.09771427,-12.01787944
,,avenida,,AVENIDA PACASMAYO PUNTO 6,,,,,CALLAO,CALLAO,PERU,-77.09859695,-12.01606637
,,avenida,,AVENIDA PACASMAYO PUNTO 7,,,,,CALLAO,CALLAO,PERU,-77.09905022,-12.01484971
,,avenida,,AVENIDA PACASMAYO PUNTO 8,,,,,CALLAO,CALLAO,PERU,-77.10000447,-12.01339448
,,avenida,,AVENIDA PACASMAYO PUNTO 9,,,,,CALLAO,CALLAO,PERU,-77.10026689,-12.01222553
,,avenida,,AVENIDA PACASMAYO PUNTO 10,,,,,CALLAO,CALLAO,PERU,-77.10095872,-12.011152
,,avenida,,AVENIDA PACASMAYO PUNTO 11,,,,,CALLAO,CALLAO,PERU,-77.10134041,-12.01015004
,,avenida,,AVENIDA PACASMAYO PUNTO 12,,,,,CALLAO,CALLAO,PERU,-77.10191296,-12.00912422
,,avenida,,AVENIDA PACASMAYO PUNTO 13,,,,,CALLAO,CALLAO,PERU,-77.10255708,-12.00759743
,,avenida,,AVENIDA PACASMAYO PUNTO 14,,,,,CALLAO,CALLAO,PERU,-77.10308192,-12.0065239
,,avenida,,AVENIDA PACASMAYO PUNTO 15,,,,,CALLAO,CALLAO,PERU,-77.10386917,-12.00502096
,,avenida,,AVENIDA PACASMAYO PUNTO 16,,,,,CALLAO,CALLAO,PERU,-77.10448943,-12.003852
,,avenida,,AVENIDA PACASMAYO PUNTO 17,,,,,CALLAO,CALLAO,PERU,-77.1049427,-12.0028739
,,avenida,,AVENIDA PACASMAYO PUNTO 18,,,,,CALLAO,CALLAO,PERU,-77.10565838,-12.00175266
,,avenida,,AVENIDA PACASMAYO PUNTO 19,,,,,CALLAO,CALLAO,PERU,-77.10646949,-12.0001543
,,avenida,,AVENIDA PACASMAYO PUNTO 20,,,,,CALLAO,CALLAO,PERU,-77.10737603,-11.99831737
,,avenida,,AVENIDA PACASMAYO PUNTO 21,,,,,CALLAO,CALLAO,PERU,-77.1084257,-11.99633731
,,avenida,,AVENIDA PACASMAYO PUNTO 22,,,,,CALLAO,CALLAO,PERU,-77.1095708,-11.99459581
,,avenida,,AVENIDA ARGENTINA PUNTO 1,,,,,CALLAO,CALLAO,PERU,-77.08642163,-12.04646712
,,avenida,,AVENIDA ARGENTINA PUNTO 2,,,,,CALLAO,CALLAO,PERU,-77.08981926,-12.0469525
,,avenida,,AVENIDA ARGENTINA PUNTO 3,,,,,CALLAO,CALLAO,PERU,-77.09280086,-12.04750721
,,avenida,,AVENIDA ARGENTINA PUNTO 4,,,,,CALLAO,CALLAO,PERU,-77.09391029,-12.04736853
,,avenida,,AVENIDA ARGENTINA PUNTO 5,,,,,CALLAO,CALLAO,PERU,-77.09585179,-12.04736853
,,avenida,,AVENIDA ARGENTINA PUNTO 6,,,,,CALLAO,CALLAO,PERU,-77.09987348,-12.04820061
,,avenida,,AVENIDA ARGENTINA PUNTO 7,,,,,CALLAO,CALLAO,PERU,-77.10410318,-12.04847796
,,avenida,,AVENIDA ARGENTINA PUNTO 8,,,,,CALLAO,CALLAO,PERU,-77.10874892,-12.04896334
,,avenida,,AVENIDA ARGENTINA PUNTO 9,,,,,CALLAO,CALLAO,PERU,-77.11020505,-12.04882466
,,avenida,,AVENIDA ARGENTINA PUNTO 10,,,,,CALLAO,CALLAO,PERU,-77.11339466,-12.04937938
,,avenida,,AVENIDA ARGENTINA PUNTO 11,,,,,CALLAO,CALLAO,PERU,-77.11623758,-12.04937938
,,avenida,,AVENIDA ARGENTINA PUNTO 12,,,,,CALLAO,CALLAO,PERU,-77.1190805,-12.04958739
,,avenida,,AVENIDA ARGENTINA PUNTO 13,,,,,CALLAO,CALLAO,PERU,-77.12268615,-12.04972607
,,avenida,,AVENIDA JUAN VELAZSCO DE ALVARADO PUNTO 1,,,,,CALLAO,CALLAO,PERU,-77.10552464,-12.05591462
,,avenida,,AVENIDA JUAN VELAZSCO DE ALVARADO PUNTO 2,,,,,CALLAO,CALLAO,PERU,-77.10601002,-12.05253432
,,avenida,,AVENIDA JUAN VELAZSCO DE ALVARADO PUNTO 3,,,,,CALLAO,CALLAO,PERU,-77.10599268,-12.05431981
,,avenida,,AVENIDA JUAN VELAZSCO DE ALVARADO PUNTO 4,,,,,CALLAO,CALLAO,PERU,-77.10606202,-12.05009011
,,avenida,,AVENIDA JUAN VELAZSCO DE ALVARADO PUNTO 5,,,,,CALLAO,CALLAO,PERU,-77.10614869,-12.05168491
,,avenida,,AV OSCAR BENDAVIDES PUNTO 1,,,,,CALLAO,CALLAO,PERU,-77.08790376,-12.05159824
,,avenida,,AV OSCAR BENDAVIDES PUNTO 2,,,,,CALLAO,CALLAO,PERU,-77.0891172,-12.05177159
,,avenida,,AV OSCAR BENDAVIDES PUNTO 3,,,,,CALLAO,CALLAO,PERU,-77.08994927,-12.05196227
,,avenida,,AV OSCAR BENDAVIDES PUNTO 4,,,,,CALLAO,CALLAO,PERU,-77.09196011,-12.05218762
,,avenida,,AV OSCAR BENDAVIDES PUNTO 5,,,,,CALLAO,CALLAO,PERU,-77.09365893,-12.05239564
,,avenida,,AV OSCAR BENDAVIDES PUNTO 6,,,,,CALLAO,CALLAO,PERU,-77.09468169,-12.05275967
,,avenida,,AV OSCAR BENDAVIDES PUNTO 7,,,,,CALLAO,CALLAO,PERU,-77.09542709,-12.05289835
,,avenida,,AV OSCAR BENDAVIDES PUNTO 8,,,,,CALLAO,CALLAO,PERU,-77.09738592,-12.05317571
,,avenida,,AV OSCAR BENDAVIDES PUNTO 9,,,,,CALLAO,CALLAO,PERU,-77.09996882,-12.05369576
,,avenida,,AV OSCAR BENDAVIDES PUNTO 10,,,,,CALLAO,CALLAO,PERU,-77.10149429,-12.05395578
,,avenida,,AV OSCAR BENDAVIDES PUNTO 11,,,,,CALLAO,CALLAO,PERU,-77.10438921,-12.05451049
,,avenida,,AV OSCAR BENDAVIDES PUNTO 12,,,,,CALLAO,CALLAO,PERU,-77.10704144,-12.05516922
,,avenida,,AV OSCAR BENDAVIDES PUNTO 13,,,,,CALLAO,CALLAO,PERU,-77.10912162,-12.05529056
,,avenida,,AV OSCAR BENDAVIDES PUNTO 14,,,,,CALLAO,CALLAO,PERU,-77.11135782,-12.05598396
,,avenida,,AV OSCAR BENDAVIDES PUNTO 15,,,,,CALLAO,CALLAO,PERU,-77.11406206,-12.05648667
,,avenida,,AV OSCAR BENDAVIDES PUNTO 16,,,,,CALLAO,CALLAO,PERU,-77.11589955,-12.05709339
,,avenida,,AV OSCAR BENDAVIDES PUNTO 17,,,,,CALLAO,CALLAO,PERU,-77.11697431,-12.05721473
,,avenida,,AV OSCAR BENDAVIDES PUNTO 18,,,,,CALLAO,CALLAO,PERU,-77.1191585,-12.05768277
,,avenida,,AV OSCAR BENDAVIDES PUNTO 19,,,,,CALLAO,CALLAO,PERU,-77.12245213,-12.05825482
,,avenida,,AV OSCAR BENDAVIDES PUNTO 20,,,,,CALLAO,CALLAO,PERU,-77.12526037,-12.05865352
,,avenida,,AV PERU PUNTO 1,,,,,CALLAO,CALLAO,PERU,-77.09524567,-12.02995367
,,avenida,,AV PERU PUNTO 2,,,,,CALLAO,CALLAO,PERU,-77.09663841,-12.02919252
,,avenida,,AV PERU PUNTO 3,,,,,CALLAO,CALLAO,PERU,-77.09741575,-12.02796173
,,avenida,,AV PERU PUNTO 4,,,,,CALLAO,CALLAO,PERU,-77.097853,-12.02695766
,,avenida,,AV PERU PUNTO 5,,,,,CALLAO,CALLAO,PERU,-77.09879229,-12.02498192
,,avenida,,AV PERU PUNTO 6,,,,,CALLAO,CALLAO,PERU,-77.09952105,-12.02342723
,,avenida,,AV PERU PUNTO 7,,,,,CALLAO,CALLAO,PERU,-77.10020123,-12.0220183
,,avenida,,AV PERU PUNTO 8,,,,,CALLAO,CALLAO,PERU,-77.10110812,-12.02030167
,,avenida,,AV PERU PUNTO 9,,,,,CALLAO,CALLAO,PERU,-77.09356143,-12.03027756
,,avenida,,AV PERU PUNTO 10,,,,,CALLAO,CALLAO,PERU,-77.09210391,-12.03040712
,,avenida,,AV PERU PUNTO 11,,,,,CALLAO,CALLAO,PERU,-77.0906464,-12.03050428
,,avenida,,AV PERU PUNTO 12,,,,,CALLAO,CALLAO,PERU,-77.08891357,-12.03068242
,,avenida,,AV PERU PUNTO 13,,,,,CALLAO,CALLAO,PERU,-77.08700261,-12.03090915
,,avenida,,AV PERU PUNTO 14,,,,,CALLAO,CALLAO,PERU,-77.08501067,-12.03113587
,,avenida,,AV PERU PUNTO 15,,,,,CALLAO,CALLAO,PERU,-77.08348837,-12.03126543
,,avenida,,AV PERU PUNTO 16,,,,,CALLAO,CALLAO,PERU,-77.08232236,-12.03155693
,,avenida,,AV PERU PUNTO 17,,,,,CALLAO,CALLAO,PERU,-77.08057334,-12.03162171
,,avenida,,AV PERU PUNTO 18,,,,,CALLAO,CALLAO,PERU,-77.07848423,-12.03199419
,,avenida,,AV PERU PUNTO 19,,,,,CALLAO,CALLAO,PERU,-77.07610362,-12.03207516
,,avenida,,AV PERU PUNTO 20,,,,,CALLAO,CALLAO,PERU,-77.07440319,-12.03205897
,,avenida,,AV PERU PUNTO 21,,,,,CALLAO,CALLAO,PERU,-77.07241125,-12.03192941
,,avenida,,AV PERU PUNTO 22,,,,,CALLAO,CALLAO,PERU,-77.07067842,-12.03205897
,,avenida,,AV PERU PUNTO 23,,,,,CALLAO,CALLAO,PERU,-77.0689294,-12.03192941
,,avenida,,AV PERU PUNTO 24,,,,,CALLAO,CALLAO,PERU,-77.06718038,-12.03213994
,,avenida,,AV PERU PUNTO 25,,,,,CALLAO,CALLAO,PERU,-77.06539898,-12.03233428
,,avenida,,AV PERU PUNTO 26,,,,,CALLAO,CALLAO,PERU,-77.06366615,-12.03249622
,,avenida,,AV PERU PUNTO 27,,,,,CALLAO,CALLAO,PERU,-77.06160943,-12.03283631
,,avenida,,AV PERU PUNTO 28,,,,,CALLAO,CALLAO,PERU,-77.0592936,-12.03306303
,,avenida,,AV TOMAS VALLE PUNTO 1,,,,,CALLAO,CALLAO,PERU,-77.10420719,-12.02108889
,,avenida,,AV TOMAS VALLE PUNTO 2,,,,,CALLAO,CALLAO,PERU,-77.10288974,-12.02065552
,,avenida,,AV TOMAS VALLE PUNTO 3,,,,,CALLAO,CALLAO,PERU,-77.10054954,-12.0192514
,,avenida,,AV TOMAS VALLE PUNTO 4,,,,,CALLAO,CALLAO,PERU,-77.09954411,-12.01854067
,,avenida,,AV TOMAS VALLE PUNTO 5,,,,,CALLAO,CALLAO,PERU,-77.09761995,-12.01639115
,,avenida,,AV TOMAS VALLE PUNTO 6,,,,,CALLAO,CALLAO,PERU,-77.09576512,-12.01460566
,,avenida,,AV TOMAS VALLE PUNTO 7,,,,,CALLAO,CALLAO,PERU,-77.09377161,-12.01311486
,,avenida,,AV TOMAS VALLE PUNTO 8,,,,,CALLAO,CALLAO,PERU,-77.09179543,-12.01223078
,,avenida,,AV TOMAS VALLE PUNTO 9,,,,,CALLAO,CALLAO,PERU,-77.09046065,-12.01212677
,,avenida,,AV BOCANEGRA PUNTO 1,,,,,CALLAO,CALLAO,PERU,-77.10762216,-12.01075732
,,avenida,,AV BOCANEGRA PUNTO 2,,,,,CALLAO,CALLAO,PERU,-77.10519528,-12.00956121
,,avenida,,AV BOCANEGRA PUNTO 3,,,,,CALLAO,CALLAO,PERU,-77.10386049,-12.00904117
,,avenida,,AV BOCANEGRA PUNTO 4,,,,,CALLAO,CALLAO,PERU,-77.10288974,-12.00857313
,,avenida,,AV BOCANEGRA PUNTO 5,,,,,CALLAO,CALLAO,PERU,-77.10106958,-12.00770638
,,avenida,,AV BOCANEGRA PUNTO 6,,,,,CALLAO,CALLAO,PERU,-77.0997868,-12.00720367
,,avenida,,AV BOCANEGRA PUNTO 7,,,,,CALLAO,CALLAO,PERU,-77.09820933,-12.00618092
,,avenida,,AV BOCANEGRA PUNTO 8,,,,,CALLAO,CALLAO,PERU,-77.09664919,-12.00555686
,,avenida,,AV BOCANEGRA PUNTO 9,,,,,CALLAO,CALLAO,PERU,-77.09564377,-12.00507148
,,avenida,,AV COLECTORA PUNTO 1,,,,,CALLAO,CALLAO,PERU,-77.10910429,-12.00274861
,,avenida,,AV COLECTORA PUNTO 2,,,,,CALLAO,CALLAO,PERU,-77.1081162,-12.00241058
,,avenida,,AV COLECTORA PUNTO 3,,,,,CALLAO,CALLAO,PERU,-77.10715412,-12.0018212
,,avenida,,AV COLECTORA PUNTO 4,,,,,CALLAO,CALLAO,PERU,-77.10642605,-12.00150917
,,avenida,,AV BERTELLO PUNTO 1,,,,,CALLAO,CALLAO,PERU,-77.10262105,-12.01745724
,,avenida,,AV BERTELLO PUNTO 2,,,,,CALLAO,CALLAO,PERU,-77.10348779,-12.01579309
,,avenida,,AV BERTELLO PUNTO 3,,,,,CALLAO,CALLAO,PERU,-77.10425053,-12.01402494
,,avenida,,AV BERTELLO PUNTO 4,,,,,CALLAO,CALLAO,PERU,-77.10522128,-12.01215277
,,avenida,,AV BERTELLO PUNTO 5,,,,,CALLAO,CALLAO,PERU,-77.10695477,-12.00880715
,,avenida,,AV BERTELLO PUNTO 6,,,,,CALLAO,CALLAO,PERU,-77.10820287,-12.00629359
,,avenida,,AV BERTELLO PUNTO 7,,,,,CALLAO,CALLAO,PERU,-77.10894827,-12.00452544
,,avenida,,AV BERTELLO PUNTO 8,,,,,CALLAO,CALLAO,PERU,-77.10988436,-12.00286129
,,avenida,,AV BERTELLO PUNTO 9,,,,,CALLAO,CALLAO,PERU,-77.11050841,-12.0014745
,,avenida,,AV BERTELLO PUNTO 10,,,,,CALLAO,CALLAO,PERU,-77.1115485,-11.99963701
,,avenida,,AV BERTELLO PUNTO 11,,,,,CALLAO,CALLAO,PERU,-77.11236324,-11.99807687
,,avenida,,AV BERTELLO PUNTO 12,,,,,CALLAO,CALLAO,PERU,-77.11523216,-11.98673987
,,avenida,,AV BERTELLO PUNTO 13,,,,,CALLAO,CALLAO,PERU,-77.11595156,-11.9851364
,,avenida,,AV BERTELLO PUNTO 14,,,,,CALLAO,CALLAO,PERU,-77.11531017,-11.98361093
,,avenida,,AV BERTELLO PUNTO 15,,,,,CALLAO,CALLAO,PERU,-77.11484212,-11.98259684
,,avenida,,AV BERTELLO PUNTO 16,,,,,CALLAO,CALLAO,PERU,-77.1145041,-11.98111471
,,avenida,,AV BERTELLO PUNTO 17,,,,,CALLAO,CALLAO,PERU,-77.11466011,-11.98019597
,,avenida,,AV BERTELLO PUNTO 18,,,,,CALLAO,CALLAO,PERU,-77.1149288,-11.97900853
,,avenida,,AV BERTELLO PUNTO 19,,,,,CALLAO,CALLAO,PERU,-77.11521482,-11.97834114
,,avenida,,AV BERTELLO PUNTO 20,,,,,CALLAO,CALLAO,PERU,-77.11576087,-11.9775264
,,avenida,,AV BERTELLO PUNTO 21,,,,,CALLAO,CALLAO,PERU,-77.1164456,-11.97634763
,,avenida,,AV BERTELLO PUNTO 22,,,,,CALLAO,CALLAO,PERU,-77.1168703,-11.97549822
,,avenida,,AV BERTELLO PUNTO 23,,,,,CALLAO,CALLAO,PERU,-77.11754636,-11.97467481
,,avenida,,AV LOS ALISOS PUNTO 1,,,,,CALLAO,CALLAO,PERU,-77.11908916,-11.97176689
,,avenida,,AV LOS ALISOS PUNTO 2,,,,,CALLAO,CALLAO,PERU,-77.11936219,-11.9710475
,,avenida,,AV LOS ALISOS PUNTO 3,,,,,CALLAO,CALLAO,PERU,-77.11974789,-11.97003774
,,avenida,,AV LOS ALISOS PUNTO 4,,,,,CALLAO,CALLAO,PERU,-77.12022893,-11.96908432
